Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
37.03.01,"Психология (профиль ""Психология личности"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331763/%D0%9E%D0%9F%D0%9E%D0%9F_01.04.03_%D0%9F%D0%9C%D0%B8%D0%9A%D0%9C_2019.pdf,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИАПервый методический документ,Нет,Да
37.03.01,"Психология (профиль ""Психология личности"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1325712/020401_%D0%9E%D0%9F%D0%9E%D0%9F_%D0%9A%D0%9C%D0%B8%D0%98%D0%98_2020_3%2B%2B.pdf,Нет,Нет,Нет,Положение о ГИА,Нет,Да
38.03.01,"Экономика (профиль ""Бухгалтерский учет и аудит"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1298491/%D0%9E%D0%9F%D0%9E%D0%9F_02.04.01_%D0%9C%D0%B8%D0%9A%D0%9D_%20%D0%9C%D0%B0%D1%82.%20%D0%BC%D0%B5%D1%82.%20%D0%B8%20%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82.%20%D1%82%D0%B5%D1%85%D0%BD._2020.pdf,Нет,Аннотация к ООП,Нет,Нет,Нет,Нет
38.03.01,"Экономика (профиль ""Бухгалтерский учет, анализ и аудит"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1298462/%D0%9E%D0%9F%D0%9E%D0%9F_02.04.01_%D0%9C%D0%B8%D0%9A%D0%9D_%20%D0%9C%D0%B0%D1%82.%20%D0%B0%D0%BD%D0%B0%D0%BB.%20%D0%B8%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6._2020.pdf,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИА,Практики,Да
38.03.01,"Экономика (профиль ""Бухгалтерский учет, анализ и аудит"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331662/%D0%9E%D0%9F%D0%9E%D0%9F%20%2002-04-01-20%20%D0%9C%D0%B8%D0%9A%D0%9D%20%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%20%D0%B8%20%D0%BA%D0%BE%D0%BC%D0%BF%20%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB.pdf,Нет,Нет,Нет,Нет,Нет,Да
38.03.01,"Экономика (профиль ""Бухгалтерский учет, анализ и аудит"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331792/%D0%9E%D0%9F%D0%9E%D0%9F_02.04.02_%D0%9C%D0%9E%D0%B8%D0%98%D0%98%D0%A2_2019.pdf,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИА,Нет,Да
38.03.01,"Экономика (профиль ""Коммерция"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331835/%D0%9E%D0%9F%D0%9E%D0%9F_02.04.02_%D0%A2%D0%A0%D0%9C%D0%9F_2019.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.03.01,"Экономика (профиль ""Корпоративный учет и анализ"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331893/%D0%9E%D0%9F%D0%9E%D0%9F_02.04.03_%D0%A3%D0%9F%D0%B8%D0%A0%D0%98%D0%A1_2019.pdf,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИА,Практики,Да
38.03.01,"Экономика (профиль ""Мировая экономика"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1360088/03.04.02_%D0%A4%D0%B8%D0%B7%D0%B8%D0%BA%D0%B0_%D0%9E%D0%9E%D0%9F_%D0%9E%D0%B8%D0%9D%D0%A4_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%84%D0%B8%D0%B7%D1%84%D0%B0%D0%BA_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.03.01,"Экономика (профиль ""Модели и методы анализа цифровой экономики"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1353932/03.04.02%20%D0%9E%D0%9E%D0%9F%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.03.01,"Экономика (профиль ""Финансы и кредит"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1324801/%D0%9E%D0%9E%D0%9F_03.04.02_%D0%A4%D0%AF%D0%B8%D0%AD%D0%A7_2020.pdf,Нет,Аннотация к ООП,Нет,Нет,Нет,Да
38.03.01,"Экономика (профиль ""Финансы и кредит"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1350013/%D0%9E%D0%9E%D0%9F%203%2B%20%D0%A0%D0%A4%20%20%D0%9A%D0%9C%D0%9E%D0%A0%D0%98%202020-2021%20%D0%BC%D0%B0%D0%B3.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
38.03.01,"Экономика (профиль ""Человеческие ресурсы в цифровой экономике"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1350042/%D0%9E%D0%9E%D0%9F%203%2B%2003.03.03%20%D0%A0%D0%A4%20%D0%9C%D0%AD%D0%B8%D0%9F%D0%9F%D0%9F%20%202020.pdf,Уч. план ООП,Нет,Уч. график ООП,Программа ГИА_38.03.01._Экономика_ ЧР в ЦЭ_ДО_2020...,Нет,Нет
38.03.01,"Экономика (профиль ""Экономика предприятий и организаций"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1349972/%D0%9E%D0%9E%D0%9F%203%2B%20%D0%A1%D0%A2%D0%A0%D0%91%20%D0%BC%D0%B0%D0%B3.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Нет
38.03.01,"Экономика (профиль ""Экономика рынков"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1344916/04.04.01%20%D0%BC%D0%B0%D0%B3%20%D0%BE%D1%80%D0%B3%20%D1%85%D0%B8%D0%BC%202020%2B%2B%20%2B%D0%94%D0%9E%D0%A2%20%2B%20%D0%BF%D0%BE%D0%B4%D0%BF%D0%B8%D1%81%D0%B8%20%281%29.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Практики,Нет
38.03.02,"Менеджмент (профиль ""Бизнес-администрирование"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1319166/%D0%9E%D0%9F%D0%9E%D0%9F_%D0%BC%D0%B0%D0%B3%D0%B8%D1%81%D1%82%D1%80_%D1%84%D0%B8%D0%B7%D1%85%D0%B8%D0%BC_20-21.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Нет
38.03.02,"Менеджмент (профиль ""Маркетинг"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1091104/%D0%9E%D0%9E%D0%9F_04.04.01_%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F_%D0%AD%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%BD%D0%B0%D1%8F%20%D1%85%D0%B8%D0%BC%D0%B8%D1%8F_%D0%BE%D1%87%D0%BD%D0%BE-%D0%B7%D0%B0%D0%BE%D1%87%D0%B0%D1%8F.pdf,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Да
38.03.02,"Менеджмент (профиль ""Международный менеджмент"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1268131/%D0%9E%D0%9E%D0%9F%2004.04.02_%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%BD%D0%BE%D0%B2%D1%8B%D1%85%20%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2%20%D0%B8%20%D0%BD%D0%B0%D0%BD%D0%BE%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИА,Практики,Да
38.03.02,"Менеджмент (профиль ""Менеджмент организаций"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1362596/%D0%9E%D0%9E%D0%9F_05.04.01_%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D1%84%D1%83%D0%BD%D0%B4%D0%B0%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B2%20%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Нет
38.03.02,"Менеджмент (профиль ""Менеджмент организаций"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1335527/%D0%9E%D0%9E%D0%9F%2005.04.02_%D0%A2%D0%B5%D1%80%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B8%20%D0%BB%D0%B0%D0%BD%D0%B4%D1%88%D0%B0%D1%84%D1%82%D0%BD%D0%BE%D0%B5%20%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020%2B.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Нет
38.03.02,"Менеджмент (профиль ""Финансовый менеджмент"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1323949/%D0%9E%D0%9E%D0%9F%2B%D0%A4%D0%93%D0%9E%D0%A13%2B%2B2020-2021%2B%D0%BC%D0%B0%D0%B3%D0%B8%D1%81%D1%82%D1%80%D1%8B%2B%D1%8D%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%20%281%29.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
38.03.03,"Управление персоналом (профиль ""Управление персоналом организации"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332178/05.04.06_%D0%AD%D0%B8%D0%9F_%D0%94%D0%9E_%D1%8D%D0%BA%D0%BE%D0%BB%20%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%20%D0%B8%20%D0%9E%D0%92%D0%9E%D0%A1_2020_%D0%9E%D0%9E%D0%9F%20.pdf,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Нет
38.03.04,"Государственное и муниципальное управление (профиль ""Региональное управление"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1325336/2020%20%D0%9E%D0%9E%D0%9F%20060401_%D0%BC%D0%B0%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_%D0%91%D0%B8%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B0%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПособие по подготовке ВКР бакалавров,Практики,Да
38.03.05,"Бизнес-информатика (профиль ""Архитектура предприятий"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1327432/%D0%9E%D0%9E%D0%9F_060401_%D0%93%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B0_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
38.03.05,"Бизнес-информатика (профиль ""Архитектура предприятий"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1322360/%D0%9E%D0%9E%D0%9F%20060401%20%D0%91%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%BC%D0%B0%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_%D0%9C%D0%B5%D0%B4%D0%B8%D0%BA%D0%BE-%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
40.03.01,"Юриспруденция (профиль ""Государственное право"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1325409/%D0%9E%D0%9E%D0%9F%20060401%20%D0%AD%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Государственное право"")",высшее образование – бакалавриат,очно-заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1290505/%D0%9E%D0%9E%D0%9F%2006.04.02%202020%20%D0%9F%D0%BE%D1%87%D0%B2%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Гражданское право"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1343382/%D0%9E%D0%9F%D0%9E%D0%9F_3%2B%2B_2020_090402_%D0%98%D0%A1%D0%B8%D0%A2_%D0%90%D0%B8%D0%A1%D0%98%D0%A1.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Гражданское право"")",высшее образование – бакалавриат,очно-заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1350326/%D0%9E%D0%9F%D0%9E%D0%9F_3%2B%2B_%D0%BC%D0%B0%D0%B3%D0%B8%D1%81%D1%82%D1%80%D1%8B%20%D0%98%D0%A2%D0%9C_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Международное право"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1353668/%D0%9E%D0%9F%D0%9E%D0%9F_3%2B%2B_2020_090402_%D0%98%D0%A1%D0%B8%D0%A2_%D0%9C%D0%9F%D0%B8%D0%9A%D0%98.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Уголовное право"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1350762/%D0%9E%D0%9F%D0%9E%D0%9F_3%20%20_2020_090402_%D0%98%D0%A1%D0%B8%D0%A2_%D0%A1%D0%9F%D0%98%D0%98.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
40.03.01,"Юриспруденция (профиль ""Уголовное право"")",высшее образование – бакалавриат,очно-заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1340458/OOP_YaFiT_140402_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоятельной работе,Практики,Да
41.03.01,"Зарубежное регионоведение (профиль ""Европейские исследования"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1348715/37.04.01%20%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%9A%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%BE-%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB.%20%D1%81%D0%BE%D0%BF%D1%80-%D0%B5%20%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%BC%D0%B0%D0%B3_%D0%BE%D1%87%D0%BD%D0%BE-%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
41.03.04,"Политология (профиль ""Публичное управление и политический менеджмент"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1348744/37.04.01_%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%94%D0%9E_%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D0%93%D0%98%D0%90_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
41.03.05,"Международные отношения (профиль ""Международная интеграция и международные организации"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1264675/38.04.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%91%D0%A0%D0%A0_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%9C%D0%9E%20%20%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020_%D0%AD%D0%94%D0%9E.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАаннотации практикУч-методич_пособие_ВКРпрограмма практики_МИМО_2020,Практики,Да
41.03.05,"Международные отношения (профиль ""Мировая политика"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1268450/%D0%9E%D0%9E%D0%9F_38.04.01_%D0%A3%D0%90%D0%B8%D0%90_%D0%97%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАУчебно-методическое пособие_ВКРАннотации практик,Практики,Да
42.03.01,"Реклама и связи с общественностью (профиль ""Реклама и связи с общественностью в средствах массовой информации"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1265395/%D0%9E%D0%9E%D0%9F_38.04.01_%D0%A3%D0%90%D0%B8%D0%90_%D0%94%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАЗадачник,Практики,Да
42.03.01,"Реклама и связи с общественностью (профиль ""Реклама и связи с общественностью в средствах массовой информации"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1265366/%D0%9E%D0%9E%D0%9F_38.04.01_%D0%A3%D0%90%D0%9A%D0%B2%D0%97%D0%94_%D0%97%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАЗадачник,Практики,Да
42.03.02,"Журналистика (профиль ""Пресса и Интернет"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1325015/%D0%9E%D0%9E%D0%9F_38.04.01_%D0%A4%D0%90_%D0%97%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАВКР_Учебно-методическое пособие,Практики,Да
42.03.02,"Журналистика (профиль ""Пресса и Интернет"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1348773/%D0%9E%D0%9E%D0%9F_%D0%9C%D0%90%D0%93_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B9%20%D0%B8%20%D1%80%D1%8B%D0%BD%D0%BA%D0%BE%D0%B2_%D0%97%D0%9E%202020%20.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИАУчебно-методическое пособие по ВКР,Практики,Да
42.03.02,"Журналистика (профиль ""Пресса и Интернет"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1337734/%D0%9E%D0%9E%D0%9F_%D0%9C%D0%90%D0%93_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B9%20%D0%B8%20%D1%80%D1%8B%D0%BD%D0%BA%D0%BE%D0%B2_%D0%94%D0%9E%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАВКР_Учебно-методическое пособие,Практики,Да
42.03.02,"Журналистика (профиль ""Пресса и Интернет"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313801/%D0%9E%D0%9E%D0%9F_%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81_2020_%D0%97%D0%9E.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИАУчебно-методическое пособие по ВКР,Практики,Да
42.03.03,"Издательское дело (профиль ""Редактирование и дизайн средств информации"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313762/%D0%9E%D0%9E%D0%9F_%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81_2020_%D0%94%D0%9E.pdf,Нет,Аннотация к ООП,Нет,Нет,Нет,Да
42.03.04,"Телевидение (профиль ""Теледокументалистика"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1334232/%D0%9E%D0%9E%D0%9F_38.04.02_%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%A2%D0%9C_%D0%97%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАУчебно-методическое пособие по ВКР,Практики,Да
42.03.05,"Медиакоммуникации (профиль ""Работа с контентом в массмедиа"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333702/%D0%9E%D0%9E%D0%9F_38.04.02_%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%A2%D0%9C_%D0%94%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические материалы по ВКР,Практики,Да
43.03.02,"Туризм (профиль ""Технологии и организация туроператорских и турагентских услуг"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1334129/%D0%9E%D0%9E%D0%9F_38.04.02_%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%A2%D0%9C_%D0%92%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАоформление ВКР,Практики,Да
44.03.02,"Психолого-педагогическое образование (профиль ""Психолого-педагогическое сопровождение лиц с особыми образовательными потребностями"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332843/%D0%9E%D0%9E%D0%9F_38.04.02_%D0%9C%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%BC%D0%B5%D0%BD%D1%82_%D0%A3%D0%97_%D0%97%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетод.матеорал ООП 1Метод.материал АОП1 1,Нет,Да
44.03.02,"Психолого-педагогическое образование (профиль ""Психолого-педагогическое сопровождение лиц с особыми образовательными потребностями"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1298893/%21_%D0%9E%D0%9E%D0%9F_38.04.03_%20%D0%A3%D0%A7%D0%A0%D0%B8%D0%91%D0%A0_%D0%97%D0%9E_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%202020.pdf,Нет,Аннотация к АОП,Нет,Положение о ГИА,Нет,Да
45.03.01,"Филология (профиль ""Отечественная филология"")",высшее образование – бакалавриат,заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1324859/%D0%9E%D0%9E%D0%9F_38.04.04_%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B8%20%D0%BC%D1%83%D0%BD%D0%B8%D1%86%D0%B8%D0%BF%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИА,Практики,Да
