Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
45.03.01,"Филология (профиль ""Отечественная филология"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1324830/%D0%9E%D0%9E%D0%9F_38.04.04_%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B8%20%D0%BC%D1%83%D0%BD%D0%B8%D1%86%D0%B8%D0%BF%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BE%D1%87%D0%BD%D0%BE-%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИА,Практики,Да
45.03.01,"Филология (профиль ""Русская филология для иностранных студентов"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331522/%D0%9E%D0%9E%D0%9F_38.04.05_%D0%91%D0%98_%D0%98%D0%91%D0%90_2019_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%BE%D0%B5.pdf,Нет,Аннотация к ООП,Нет,Положение о ГИА,Практики,Нет
45.03.02,"Лингвистика (профиль ""Европейские языки и мировая литература"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1331041/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%91%D0%B8%D0%91%D0%94_%D0%97%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
45.03.03,"Фундаментальная и прикладная лингвистика (профиль ""Экспертно-аналитическая деятельность"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1330494/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%91%D0%B8%D0%91%D0%94_%D0%94%D0%9E_2020.pdf,Нет,Аннотация к ООП,Нет,Нет,Нет,Нет
46.03.01,История,высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1336042/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%91%D0%A1%D0%9A_%D0%94%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
46.03.02,"Документоведение и архивоведение (профиль ""Документационное обеспечение управления"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1330851/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%A4%D0%9C_%D0%97%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
47.03.01,"Философия (профиль ""Социально-аксиологический"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1330586/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%A4%D0%9C_%D0%94%D0%9E_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Первый методический документ,Нет,Да
47.03.01,"Философия (профиль ""Социально-аксиологический"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1330747/%D0%9E%D0%9E%D0%9F_%D0%A4%D0%93%D0%9E%D0%A13%2B_380408_%D0%A4%D0%9C_%D0%92%D0%9E_2020.pdf,Нет,Аннотация к АОП,Нет,Нет,Нет,Да
50.03.01,"Искусства и гуманитарные науки (профиль ""Дизайн"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1310792/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%D0%94%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BD%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B0%D0%B2%D0%BE_%D0%97%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
51.03.06,"Библиотечно-информационная деятельность (профиль ""Библиотечно-информационное обеспечение социокультурной деятельности"")",высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1310763/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%D0%94%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BD%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B0%D0%B2%D0%BE_%D0%9E%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИА,Нет,Да
58.03.01,Востоковедение и африканистика,высшее образование – бакалавриат,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1310606/%D0%9E%D0%9E%D0%9F%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0%20%D0%97%D0%9E%2C%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
01.04.01,"Математика (профиль ""Математические модели гидродинамики"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1310540/%D0%9E%D0%9E%D0%9F%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0%20%D0%94%D0%9E%2C%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
01.04.01,"Математика (профиль ""Математические модели гидродинамики"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333866/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D0%BF%D1%80%D0%B0%D0%B2%D0%BE_%D0%B8_%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81_%D0%97%D0%9E_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Информационные технологии в экономической деятельности"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1338240/%D0%9D%D0%9E%D0%B8%D0%93%D0%97%20%D0%9E20.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Информационные технологии в экономической деятельности"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1338285/%D0%9D%D0%9E%D0%B8%D0%93%D0%97%20%D0%9E20.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Компьютерные технологии в задачах математической физики, оптимизации и управления"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1311202/%D0%9E%D0%9E%D0%9F%2040.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD._%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%20%D0%A1%D0%92%D0%9F%D0%94%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Компьютерные технологии в задачах математической физики, оптимизации и управления"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1326735/%D0%9E%D0%9E%D0%9F%2040.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F%20%D0%9F%D1%80%D0%B0%D0%B2%D0%BE%D0%B2%D1%8B%D0%B5%20%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%202020%20%D0%94%D0%9E%20%281%29.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Математические основы и программирование компьютерной графики"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333535/%D0%9E%D0%9E%D0%9F%20%D0%A2%D0%B5%D0%BE%D1%80%D0%B8%D1%8F%20%D0%B8%20%D0%B8%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F%20%D0%B3%D0%BE%D1%81%20%D0%B8%20%D0%BF%D1%80%D0%B0%D0%B2%D0%B0.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Математические основы и программирование компьютерной графики"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313268/40.04.01_%D0%A3%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%20%D0%B8%20%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D1%83%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D0%BE-%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B0%D0%B2%D0%BE_%D0%97%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%AE%D1%80%D1%84%D0%B0%D0%BA_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Математическое и программное обеспечение информационных систем"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1310466/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%20%D0%A3%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81_%20%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%8E%D1%80%D0%B8%D0%B4%2C%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.02,"Прикладная математика и информатика (профиль ""Математическое и программное обеспечение информационных систем"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1327859/%D0%9E%D0%9E%D0%9F_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD_%D1%8E%D1%80%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0%20%D0%B2%20%D0%90%D0%9F%20%D0%B8%20%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81%D0%B5_40.04.01_2020-2021.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.03,"Механика и математическое моделирование (профиль ""Прикладная механика и компьютерное моделирование"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1327767/%D0%9E%D0%9E%D0%9F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%8E%D1%80%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0%20%D0%B2%20%D0%90%D0%9F%20%D0%B8%20%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81%D0%B5_40.04.01_2020-2022.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
01.04.03,"Механика и математическое моделирование (профиль ""Прикладная механика и компьютерное моделирование"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313610/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D1%82%20%D0%B2%20%D1%81%D1%84%D0%B5%D1%80%D0%B5%20%D1%82%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE_2020_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
02.04.01,"Математика и компьютерные науки (профиль ""Компьютерное моделирование и искусственный интеллект"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1313581/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D1%82%20%D0%B2%20%D1%81%D1%84%D0%B5%D1%80%D0%B5%20%D1%82%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE_2020_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
02.04.01,"Математика и компьютерные науки (профиль ""Компьютерное моделирование и искусственный интеллект"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1312375/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%20%D0%AE%D1%80%D0%B8%D1%81%D1%82%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D0%B9%20%D0%B2%D0%BB%D0%B0%D1%81%D1%82%D0%B8_%20%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%8E%D1%80%D0%B8%D0%B4%2C%202020%202021.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
02.04.01,"Математика и компьютерные науки (профиль ""Математические методы и компьютерные технологии в естествознании, экономике и управлении"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1312419/40.04.01%20%D0%AE%D1%80%D0%B8%D1%81%D0%BF%D1%80%D1%83%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D1%8F_%20%D0%AE%D1%80%D0%B8%D1%81%D1%82%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D0%B9%20%D0%B2%D0%BB%D0%B0%D1%81%D1%82%D0%B8_%20%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%8E%D1%80%D0%B8%D0%B4%2C%202020%202021.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
02.04.01,"Математика и компьютерные науки (профиль ""Математические методы и компьютерные технологии в естествознании, экономике и управлении"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1301826/%D0%9E%D0%9F%D0%9E%D0%9F%2041.04.01%2B%2B%20%D0%97%D0%A0%D0%92%20%D0%BC%D0%B0%D0%B3%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
